"Year","Occupation","Total_Number","Men_Number","Women_Number","Total_MedianEarnings","Men_MedianEarnings","Women_MedianEarnings"
2022,"Aircraft structure, surfaces, rigging, and systems assemblers",4007,3203,804,54013,62619,54013
2022,"Electrical, electronics, and electromechanical assemblers",96346,54745,41601,35661,41395,35661
2022,"Engine and other machine assemblers",10146,8751,1395,37116,53557,37116
2022,"Structural metal fabricators and fitters",21472,20922,550,45714,49713,45714
2022,"Other assemblers and fabricators",816433,533770,282663,37117,42361,37117
2022,"Bakers",134647,57707,76940,31289,35590,31289
2022,"Butchers and other meat, poultry, and fish processing workers",200321,158504,41817,34280,40790,34280
2022,"Food and tobacco roasting, baking, and drying machine operators and tenders",8229,6412,1817,37050,44237,37050
2022,"Food batchmakers",56430,23470,32960,32834,43270,32834
2022,"Food cooking machine operators and tenders",8281,6287,1994,28413,34354,28413
2022,"Food processing workers, all other",120047,82733,37314,37864,45556,37864
2022,"Computer numerically controlled tool operators and programmers",80888,72739,8149,40620,52676,40620
2022,"Forming machine setters, operators, and tenders, metal and plastic",25866,22125,3741,43043,48488,43043
2022,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",53903,45834,8069,34254,43473,34254
2022,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",33725,30152,3573,31515,42074,31515
2022,"Other machine tool setters, operators, and tenders, metal and plastic",7862,6916,946,32669,45460,32669
2022,"Machinists",315087,301770,13317,36639,54838,36639
2022,"Metal furnace operators, tenders, pourers, and casters",19486,17235,2251,41226,56395,41226
2022,"Model makers and patternmakers, metal and plastic",2718,1987,731,35517,56145,35517
2022,"Molders and molding machine setters, operators, and tenders, metal and plastic",29005,24975,4030,36238,47414,36238
2022,"Tool and die makers",45164,43946,1218,38423,65516,38423
2022,"Welding, soldering, and brazing workers",483309,457887,25422,40787,49245,40787
2022,"Other metal workers and plastic workers",341444,269488,71956,37372,45769,37372
2022,"Prepress technicians and workers",14515,9144,5371,44088,51066,44088
2022,"Printing press operators",105703,84789,20914,31649,45656,31649
2022,"Print binding and finishing workers",6660,4757,1903,35741,43740,35741
2022,"Laundry and dry-cleaning workers",78035,27874,50161,26862,31965,26862
2022,"Pressers, textile, garment, and related materials",17013,9899,7114,28988,43983,28988
2022,"Sewing machine operators",85647,26944,58703,31883,33081,31883
2022,"Shoe and leather workers",8768,5304,3464,26817,37157,26817
2022,"Tailors, dressmakers, and sewers",33832,11414,22418,35415,39733,35415
2022,"Textile machine setters, operators, and tenders",12713,7113,5600,31595,35208,31595
2022,"Upholsterers",22471,17246,5225,30689,38922,30689
2022,"Other textile, apparel, and furnishings workers",13376,8310,5066,42610,48996,42610
2022,"Cabinetmakers and bench carpenters",41548,38369,3179,27887,44099,27887
2022,"Furniture finishers",8729,7589,1140,38378,42474,38378
2022,"Sawing machine setters, operators, and tenders, wood",19186,17694,1492,41195,37408,41195
2022,"Woodworking machine setters, operators, and tenders, except sawing",14345,11652,2693,35965,39039,35965
2022,"Other woodworkers",26885,24208,2677,44425,42096,44425
2022,"Power plant operators, distributors, and dispatchers",47767,44032,3735,113352,106570,113352
2022,"Stationary engineers and boiler operators",85146,82263,2883,67368,71955,67368
2022,"Water and wastewater treatment plant and system operators",94097,90559,3538,58317,58264,58317
2022,"Miscellaneous plant and system operators",41358,38644,2714,90059,83978,90059
2022,"Chemical processing machine setters, operators, and tenders",71451,62159,9292,42215,59017,42215
2022,"Crushing, grinding, polishing, mixing, and blending workers",63738,57099,6639,41344,50893,41344
2022,"Cutting workers",47959,35512,12447,33708,39666,33708
2022,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",21968,17867,4101,32503,48087,32503
2022,"Furnace, kiln, oven, drier, and kettle operators and tenders",9788,7795,1993,36413,57159,36413
2022,"Inspectors, testers, sorters, samplers, and weighers",699757,440509,259248,40573,55163,40573
2022,"Jewelers and precious stone and metal workers",30095,19291,10804,35888,46905,35888
2022,"Dental and ophthalmic laboratory technicians and medical appliance technicians",67860,29782,38078,37570,50708,37570
2022,"Packaging and filling machine operators and tenders",196347,92667,103680,33571,40622,33571
2022,"Painting workers",116186,105601,10585,41332,45988,41332
2022,"Photographic process workers and processing machine operators",21653,13800,7853,57232,85451,57232
2022,"Adhesive bonding machine operators and tenders",9222,6466,2756,36524,45423,36524
2022,"Etchers and engravers",5827,3707,2120,47922,50187,47922
2022,"Molders, shapers, and casters, except metal and plastic",20795,17961,2834,35364,42806,35364
2022,"Paper goods machine setters, operators, and tenders",16603,13865,2738,32048,50297,32048
2022,"Tire builders",12077,11423,654,57568,52318,57568
2022,"Helpers--production workers",39353,28822,10531,31652,34594,31652
2022,"Other production equipment operators and tenders",7919,7150,769,36584,49250,36584
2022,"Other production workers",1132472,807555,324917,35137,44766,35137
2022,"Transportation and Material Moving Occupations:12",8331203,6823161,1508042,33560,44860,33560
2022,"Transportation Occupations:",4340588,3853734,486854,38252,53242,38252
2022,"Supervisors of transportation and material moving workers",285052,213950,71102,42902,59654,42902
2022,"Aircraft pilots and flight engineers",111069,104863,6206,94593,131647,94593
2022,"Air traffic controllers and airfield operations specialists",29350,23364,5986,102283,114451,102283
2022,"Flight attendants",54758,15743,39015,51583,60226,51583
2022,"Ambulance drivers and attendants, except emergency medical technicians",5989,4103,1886,31395,41829,31395
2022,"Bus drivers, school",108128,52067,56061,32168,38930,32168
2022,"Bus drivers, transit and intercity",153426,108057,45369,40121,53593,40121
2022,"Driver/sales workers and truck drivers",2910524,2744927,165597,37058,53448,37058
2022,"Shuttle drivers and chauffeurs",39410,34135,5275,35817,40879,35817
2022,"Taxi drivers",226317,199158,27159,26698,39361,26698
2022,"Motor vehicle operators, all other",84738,68130,16608,33197,37660,33197
2022,"Locomotive engineers and operators",41554,40453,1101,58599,90034,58599
2022,"Railroad conductors and yardmasters",38772,35217,3555,52058,81097,52058
2022,"Other rail transportation workers",19935,17894,2041,82202,73664,82202
2022,"Sailors and marine oilers",15453,14119,1334,58512,54843,58512
2022,"Ship and boat captains and operators",24878,23125,1753,80712,81264,80712
2022,"Ship engineers",2019,1942,77,81250,66009,81250
2022,"Parking attendants",34963,31770,3193,27471,32787,27471
2022,"Transportation service attendants",65101,53534,11567,27005,33972,27005
2022,"Transportation inspectors",40054,34424,5630,50419,73098,50419
2022,"Passenger attendants",15394,6719,8675,30808,37392,30808
2022,"Other transportation workers",33704,26040,7664,48113,61763,48113
2022,"Material Moving Occupations:",3990615,2969427,1021188,32174,37573,32174
2022,"Crane and tower operators",56063,55158,905,48781,71364,48781
2022,"Conveyor, dredge, and hoist and winch operators",20120,19304,816,28992,57880,28992
2022,"Industrial truck and tractor operators",560111,508558,51553,37411,40906,37411
2022,"Cleaners of vehicles and equipment",220669,181122,39547,30598,32955,30598
2022,"Laborers and freight, stock, and material movers, hand",1612118,1256445,355673,32812,38274,32812
2022,"Machine feeders and offbearers",19451,10475,8976,32088,42766,32088
2022,"Packers and packagers, hand",357854,158333,199521,30831,33162,30831
2022,"Stockers and order fillers",996750,646932,349818,32106,33618,32106
2022,"Pumping station operators",19572,19045,527,61796,69880,61796
2022,"Refuse and recyclable material collectors",70278,63055,7223,28104,41442,28104
2022,"Other material moving workers",57629,51000,6629,37971,44626,37971
2023,"Chief executives",1261,854,407,2520,2983,2520
2023,"General and operations managers",1222,767,456,1347,1689,1347
2023,"Marketing managers",508,188,320,1746,1911,1746
2023,"Sales managers",566,390,176,1688,2297,1688
2023,"Computer and information systems managers",781,569,212,2192,2313,2192
2023,"Financial managers",1355,607,748,1497,2100,1497
2023,"Human resources managers",324,79,245,1706,1891,1706
2023,"Purchasing managers",234,129,105,1585,1879,1585
2023,"Transportation, storage, and distribution managers",360,277,83,1219,1318,1219
2023,"Construction managers",693,611,82,1431,1747,1431
2023,"Education and childcare administrators",941,294,647,1469,1870,1469
2023,"Food service managers",720,384,336,924,1121,924
2023,"Medical and health services managers",767,224,543,1540,1914,1540
2023,"Property, real estate, and community association managers",489,189,300,1143,1521,1143
2023,"Social and community service managers",410,113,297,1341,1501,1341
2023,"Managers, all other",3872,2263,1609,1536,1887,1536
2023,"Business and financial operations occupations",8227,3694,4533,1406,1674,1406
2023,"Wholesale and retail buyers, except farm products",141,57,84,1029,1270,1029
2023,"Purchasing agents, except wholesale, retail, and farm products",287,134,153,1216,1514,1216
2023,"Claims adjusters, appraisers, examiners, and investigators",367,153,214,1306,1468,1306
2023,"Compliance officers",314,145,169,1377,1597,1377
2023,"Human resources workers",893,226,667,1259,1367,1259
2023,"Training and development specialists",144,63,80,1222,1648,1222
2023,"Logisticians",182,105,78,994,1207,994
2023,"Project management specialists",886,481,405,1661,1919,1661
2023,"Management analysts",714,360,354,1817,1993,1817
2023,"Market research analysts and marketing specialists",416,164,252,1552,1771,1552
2023,"Business operations specialists, all other",474,212,262,1224,1737,1224
2023,"Accountants and auditors",1394,587,807,1504,1644,1504
2023,"Financial and investment analysts",358,181,177,1643,1760,1643
2023,"Personal financial advisors",412,258,154,1552,2082,1552
2023,"Credit counselors and loan officers",304,139,165,1294,1457,1294
2023,"Other financial specialists",120,51,69,1233,2386,1233
2023,"Computer and mathematical occupations",6129,4522,1607,1628,1976,1628
2023,"Computer systems analysts",485,291,195,1487,1894,1487
2023,"Computer programmers",375,300,75,1760,1906,1760
2023,"Software developers",2104,1682,422,2020,2296,2020
2023,"Computer support specialists",616,454,162,1348,1478,1348
2023,"Computer occupations, all other",1104,833,271,1430,1631,1430
2023,"Operations research analysts",142,65,77,1665,2208,1665
2023,"Other mathematical science occupations",369,188,181,1474,1668,1474
2023,"Architecture and engineering occupations",3374,2821,553,1635,1864,1635
2023,"Architects, except landscape and naval",162,108,55,1691,1893,1691
2023,"Civil engineers",479,401,78,1465,1839,1465
2023,"Industrial engineers, including health and safety",278,209,69,1682,1766,1682
2023,"Engineers, all other",620,528,93,1904,1953,1904
2023,"Other engineering technologists and technicians, except drafters",359,296,63,982,1287,982
2023,"Life, physical, and social science occupations",1583,830,753,1445,1658,1445
2023,"Medical scientists",138,69,69,1537,2290,1537
2023,"Physical scientists, all other",399,220,179,1649,1742,1649
2023,"Other life, physical, and social science technicians",240,99,141,1275,1430,1275
2023,"Community and social service occupations",2334,735,1599,1144,1157,1144
2023,"Educational, guidance, and career counselors and advisors",338,73,264,1158,1227,1158
2023,"Counselors, all other",182,51,132,1011,1248,1011
2023,"Social workers, all other",654,113,541,1228,1253,1228
2023,"Social and human service assistants",200,54,146,962,967,962
2023,"Legal occupations",1490,667,823,1543,2301,1543
2023,"Lawyers",887,514,374,2330,2505,2330
2023,"Paralegals and legal assistants",371,68,303,1125,1425,1125
2023,"Education, training, and library occupations",7524,2070,5455,1134,1376,1134
2023,"Postsecondary teachers",828,462,366,1565,1852,1565
2023,"Elementary and middle school teachers",3117,673,2444,1220,1370,1220
2023,"Secondary school teachers",859,367,493,1213,1347,1213
2023,"Other teachers and instructors",584,229,355,1124,1242,1124
2023,"Teaching assistants",940,184,757,685,772,685
2023,"Arts, design, entertainment, sports, and media occupations",1858,1036,822,1271,1381,1271
2023,"Graphic designers",248,119,130,1221,1294,1221
2023,"Other designers",272,178,94,1408,1495,1408
2023,"Producers and directors",130,58,72,1609,1312,1609
2023,"Healthcare practitioners and technical occupations",7795,1963,5832,1341,1682,1341
2023,"Pharmacists",316,134,182,2180,2238,2180
2023,"Other physicians",715,398,317,2907,2920,2907
2023,"Physical therapists",234,89,145,1526,1715,1526
2023,"Registered nurses",2817,404,2413,1409,1657,1409
